231033,114375,5369.17,Thu Feb 16 2012 00:00:00 GMT+0000 (Western European Standard Time),Thu Apr 28 2011 00:00:00 GMT+0100 (Western European Summer Time),24327200-4, Carvão vegetal<BR/>09200000-1, Petróleo, carvão e produtos petrolíferos,Não aplicável,Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos,Locação de bens móveis,Concurso público,Portugal,Concurso Público n.º 04/DRL/DA/2011 - Aquisição de Carvão 100% Vegetal,Cumprimento não integral do contrato (Resolução do Contrato),365 dias,Thu Feb 04 2021 13:18:59 GMT+0000 (Western European Standard Time)
176975,246801.52,234237.2,Thu Feb 16 2012 00:00:00 GMT+0000 (Western European Standard Time),Thu Jan 06 2011 00:00:00 GMT+0000 (Western European Standard Time),45233200-1, Obras diversas de pavimentação,Não aplicável,Artigo 19.º, alínea b) do Código dos Contratos Públicos,Empreitadas de obras públicas,Concurso público,Portugal, Viseu, Tabuaço,Contrato de pavimentação do caminho da E.N. 323 - Quinta de Santo António - Adorigo,Cumprimento integral do contrato,60 dias,Thu Feb 04 2021 12:27:43 GMT+0000 (Western European Standard Time)
192469,220047.7,,Mon Feb 13 2012 00:00:00 GMT+0000 (Western European Standard Time),Sat Aug 07 2010 00:00:00 GMT+0100 (Western European Summer Time),45215200-9, Construção de edifícios destinados a serviços sociais,Não aplicável,Artigo 19.º, alínea a) do Código dos Contratos Públicos,Empreitadas de obras públicas,Ajuste Direto Regime Geral,Portugal, Portalegre, Arronches,Contrato para a Empreitada de adaptação de casões a Residência autónoma,,180 dias,Thu Feb 04 2021 12:45:33 GMT+0000 (Western European Standard Time)
210569,28327.8,28688.84,Sun Feb 12 2012 00:00:00 GMT+0000 (Western European Standard Time),Sat Feb 05 2011 00:00:00 GMT+0000 (Western European Standard Time),45200000-9, Obras de construção total ou parcial e de engenharia civil,Não aplicável,Artigo 19.º, alínea a) do Código dos Contratos Públicos,Empreitadas de obras públicas,Ajuste Direto Regime Geral,Portugal, Aveiro, Ílhavo,Contrato escrito de empreitada vias municipais, conservação e abertura de novas - conservação do arruamento na envolvente/acesso à capela mortuária da Gafanha da Encarnação,Cumprimento integral do contrato,15 dias,Thu Feb 04 2021 13:02:45 GMT+0000 (Western European Standard Time)
140303,98136,,Sat Feb 11 2012 00:00:00 GMT+0000 (Western European Standard Time),Tue Jun 01 2010 00:00:00 GMT+0100 (Western European Summer Time),90910000-9, Serviços de limpeza,Não aplicável,Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos,Aquisição de serviços,Concurso público,Portugal, Leiria, Leiria,Prestação de Serviços de Limpeza, Desinfecção e Higiene às instalações Desportivas e de Lazer Municipais,,730 dias,Thu Feb 04 2021 11:34:08 GMT+0000 (Western European Standard Time)
91092,5780,4431.38,Sat Feb 11 2012 00:00:00 GMT+0000 (Western European Standard Time),Sun Oct 25 2009 00:00:00 GMT+0100 (Western European Summer Time),45261420-4, Obras de impermeabilização,Não aplicável,Artigo 19.º, alínea a) do Código dos Contratos Públicos,Empreitadas de obras públicas,Ajuste Direto Regime Geral,Portugal, Braga, Vila Nova de Famalicão,Contrato de impermeabilização de caleiras - Edifício Paços do Concelho,Cumprimento integral do contrato,30 dias,Thu Feb 04 2021 10:08:37 GMT+0000 (Western European Standard Time)
167624,26000,,Fri Feb 10 2012 00:00:00 GMT+0000 (Western European Standard Time),Mon Nov 15 2010 00:00:00 GMT+0000 (Western European Standard Time),90400000-1, Serviços relacionados com águas residuais,Não aplicável,Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos,Aquisição de serviços,Ajuste Direto Regime Geral,Portugal, Beja, Alvito,REmodelação das ETAR de Alvito e V.N.Baronia,,60 dias,Thu Feb 04 2021 12:12:48 GMT+0000 (Western European Standard Time)
240945,22126.9,22126.9,Fri Feb 10 2012 00:00:00 GMT+0000 (Western European Standard Time),Sun Jun 05 2011 00:00:00 GMT+0100 (Western European Summer Time),90410000-4, Serviços de remoção de águas residuais,Não aplicável,Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos,Aquisição de serviços<br/>Concessão de serviços públicos,Ajuste Direto Regime Geral,Portugal, Beja, Mértola<BR/>Portugal, Beja, Serpa<BR/>Portugal, Beja, Moura,Limpeza de Cisternas Aguas Sujas- Ardila e Enxoe,Cumprimento integral do contrato,30 dias,Thu Feb 04 2021 13:28:55 GMT+0000 (Western European Standard Time)
136433,30229,,Thu Feb 09 2012 00:00:00 GMT+0000 (Western European Standard Time),Wed Jul 07 2010 00:00:00 GMT+0100 (Western European Summer Time),71335000-5, Estudos de engenharia,Não aplicável,Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos,Aquisição de serviços,Ajuste Direto Regime Geral,Portugal, Beja, Odemira<BR/>Portugal, Setúbal, Alcácer do Sal,Infra-estruturas de Tratamento e Transporte de Águas Residuais - Lote 1,,60 dias,Thu Feb 04 2021 11:27:45 GMT+0000 (Western European Standard Time)
131232,225060,,Thu Feb 09 2012 00:00:00 GMT+0000 (Western European Standard Time),Thu Jul 01 2010 00:00:00 GMT+0100 (Western European Summer Time),71335000-5, Estudos de engenharia,Não aplicável,Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos,Aquisição de serviços,Ajuste Direto Regime Geral,Portugal, Beja, Mértola<BR/>Portugal, Beja, Serpa<BR/>Portugal, Beja, Moura,Projecto de Execução da Remodelação do Subsistema do ENXOÉ,,210 dias,Thu Feb 04 2021 11:19:09 GMT+0000 (Western European Standard Time)
236315,93712.72,91555.5,Thu Feb 09 2012 00:00:00 GMT+0000 (Western European Standard Time),Mon Sep 12 2011 00:00:00 GMT+0100 (Western European Summer Time),45233220-7, Pavimentação de estradas,Não aplicável,Artigo 19.º, alínea b) do Código dos Contratos Públicos,Empreitadas de obras públicas,Concurso público,Portugal, Vila Real, Vila Real,Pavimentações em betuminoso na freguesia de Lordelo,Cumprimento integral do contrato,60 dias,Thu Feb 04 2021 13:24:09 GMT+0000 (Western European Standard Time)
173079,144034.42,,Thu Feb 09 2012 00:00:00 GMT+0000 (Western European Standard Time),Thu Nov 25 2010 00:00:00 GMT+0000 (Western European Standard Time),45232154-6, Construção de tanques elevados para água potável,Não aplicável,Artigo 19.º, alínea a) do Código dos Contratos Públicos,Empreitadas de obras públicas,Ajuste Direto Regime Geral,Portugal, Beja, Barrancos,Construção do Reservatório 3 de Barrancos,,90 dias,Thu Feb 04 2021 12:21:27 GMT+0000 (Western European Standard Time)
96349,1310.584,,Thu Feb 09 2012 00:00:00 GMT+0000 (Western European Standard Time),Thu Dec 29 2011 00:00:00 GMT+0000 (Western European Standard Time),45216121-8, Construção de quartel de bombeiros,Não aplicável,Artigo 19.º, alínea b) do Código dos Contratos Públicos,Empreitadas de obras públicas,Concurso público,Portugal, Lisboa, Mafra,Construção do Quartel Sede do Agrupamento de Associações Humanitárias do Concelho de Mafra e do Corpo de Salvação Pública - Bombeiros Voluntários de Mafra,,365 dias,Thu Feb 04 2021 10:18:18 GMT+0000 (Western European Standard Time)
229644,2493.718,,Mon Feb 06 2012 00:00:00 GMT+0000 (Western European Standard Time),Sat Oct 01 2011 00:00:00 GMT+0100 (Western European Summer Time),45214200-2, Construção de edifícios escolares,Não aplicável,Artigo 19.º, alínea b) do Código dos Contratos Públicos,Empreitadas de obras públicas,Concurso público,Portugal, Vila Real, Vila Real,Empreitada para a execução do centro escolar da zona sudeste do concelho de Vila Real,,426 dias,Thu Feb 04 2021 13:17:44 GMT+0000 (Western European Standard Time)
189646,31380,,Mon Feb 06 2012 00:00:00 GMT+0000 (Western European Standard Time),Thu Feb 17 2011 00:00:00 GMT+0000 (Western European Standard Time),71335000-5, Estudos de engenharia,Não aplicável,Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos,Aquisição de serviços,Ajuste Direto Regime Geral,Portugal, Beja, Ourique<BR/>Portugal, Beja, Castro Verde,PROGRAMA BASE E ESTUDO PRÉVIO PARA AS INFRA-ESTRUTURAS DE TRATAMENTO E TRANSPORTE DE ÁGUAS RESIDUAIS – LOTE IX - CASTRO VERDE E OURIQUE,,60 dias,Thu Feb 04 2021 12:42:52 GMT+0000 (Western European Standard Time)
189645,43500,,Mon Feb 06 2012 00:00:00 GMT+0000 (Western European Standard Time),Sat Feb 05 2011 00:00:00 GMT+0000 (Western European Standard Time),71335000-5, Estudos de engenharia,Não aplicável,Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos,Aquisição de serviços,Ajuste Direto Regime Geral,Portugal, Setúbal, Alcácer do Sal,Projecto Base e Projecto de Execução para o Sistema de Transporte de Águas Residuais de Alcácer do Sal,,90 dias,Thu Feb 04 2021 12:42:52 GMT+0000 (Western European Standard Time)
142723,25100,,Mon Feb 06 2012 00:00:00 GMT+0000 (Western European Standard Time),Wed Jul 07 2010 00:00:00 GMT+0100 (Western European Summer Time),71335000-5, Estudos de engenharia,Não aplicável,Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos,Aquisição de serviços,Ajuste Direto Regime Geral,Portugal, Beja, Aljustrel<BR/>Portugal, Beja, Almodovar,Infra-estruturas de Tratamento e Transportes de Águas Residuais - Lote 2,,60 dias,Thu Feb 04 2021 11:38:07 GMT+0000 (Western European Standard Time)
147371,28150,,Mon Feb 06 2012 00:00:00 GMT+0000 (Western European Standard Time),Wed Jul 07 2010 00:00:00 GMT+0100 (Western European Summer Time),71510000-6, Serviços de inspecção do local,Não aplicável,Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos,Aquisição de serviços,Ajuste Direto Regime Geral,Portugal, Beja, Odemira<BR/>Portugal, Setúbal, Alcácer do Sal<BR/>Portugal, Setúbal, Grandola<BR/>Portugal, Beja, Mértola,Contrato de Aquisição de Serviços de Prospecção Geotecnica,,60 dias,Thu Feb 04 2021 11:45:29 GMT+0000 (Western European Standard Time)
90471,348271.56,426027.1,Sun Feb 05 2012 00:00:00 GMT+0000 (Western European Standard Time),Fri Jan 02 2009 00:00:00 GMT+0000 (Western European Standard Time),45214100-1, Construção de jardins de infância,Não aplicável,Artigo 19.º, alínea b) do Código dos Contratos Públicos,Empreitadas de obras públicas,Concurso público,Portugal, Santarém, Vila Nova da Barquinha,Cantina Escolar - Jardim de Infância de Moita do Norte,Cumprimento integral do contrato,180 dias,Thu Feb 04 2021 10:07:37 GMT+0000 (Western European Standard Time)
90399,393757.44,393757.44,Sun Feb 05 2012 00:00:00 GMT+0000 (Western European Standard Time),Wed Dec 03 2008 00:00:00 GMT+0000 (Western European Standard Time),45212290-5, Reparação e manutenção de instalações desportivas,Não aplicável,Artigo 19.º, alínea b) do Código dos Contratos Públicos,Empreitadas de obras públicas,Concurso público,Portugal, Santarém, Vila Nova da Barquinha,Arrelvamento do Campo de Jogos de Atalaia,Cumprimento integral do contrato,120 dias,Thu Feb 04 2021 10:07:24 GMT+0000 (Western European Standard Time)
201495,25000.01,,Sun Feb 05 2012 00:00:00 GMT+0000 (Western European Standard Time),Thu Jun 16 2011 00:00:00 GMT+0100 (Western European Summer Time),71322200-3, Serviços de concepção de condutas de longa distância,Não aplicável,Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos,Aquisição de serviços<br/>Aquisição de bens móveis,Ajuste Direto Regime Geral,Portugal, Setúbal, Grandola,PROGRAMA BASE, ESTUDO PRÉVIO, PROJECTO BASE E PROJECTO DE EXECUÇÃO – LOTE X – SISTEMA INTERCEPTOR DE MELIDES,,75 dias,Thu Feb 04 2021 12:54:55 GMT+0000 (Western European Standard Time)
207403,108000.01,,Sun Feb 05 2012 00:00:00 GMT+0000 (Western European Standard Time),Sun Apr 03 2011 00:00:00 GMT+0100 (Western European Summer Time),71311100-2, Serviços auxiliares da engenharia civil,Não aplicável,Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos,Aquisição de serviços,Ajuste Direto Regime Geral,Portugal, Beja, Odemira,FISCALIZAÇÃO, GESTÃO DA QUALIDADE, COORDENAÇÃO DE SEGURANÇA EM OBRA E COORDENAÇÃO DE GESTÃO AMBIENTAL DA “EMPREITADA DE CONCEPÇÃO - CONSTRUÇÃO DA ETAR DE VILA NOVA DE MILFONTES”,,480 dias,Thu Feb 04 2021 13:00:12 GMT+0000 (Western European Standard Time)
191589,156744.05,,Sun Feb 05 2012 00:00:00 GMT+0000 (Western European Standard Time),Sat Apr 09 2011 00:00:00 GMT+0100 (Western European Summer Time),41100000-0, Água natural,Não aplicável,Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos,Aquisição de bens móveis<br/>Aquisição de serviços,Ajuste Direto Regime Geral,Portugal, Évora, Vendas Novas,Fornecimento, montagem e colocação em serviço da solução intermédia do sistema de telegestão do sistema público de parceria integrado de águas do Alentejo (Sistema Bica-Fria),,116 dias,Thu Feb 04 2021 12:44:35 GMT+0000 (Western European Standard Time)
90343,449869.28,485275.78,Sat Feb 04 2012 00:00:00 GMT+0000 (Western European Standard Time),Mon Mar 16 2009 00:00:00 GMT+0000 (Western European Standard Time),45212290-5, Reparação e manutenção de instalações desportivas,Não aplicável,Artigo 19.º, alínea b) do Código dos Contratos Públicos,Empreitadas de obras públicas,Concurso público,Portugal, Santarém, Vila Nova da Barquinha,Remodelação dos Balneários e Bancadas do Campo de Jogos de Atalaia,Cumprimento integral do contrato,150 dias,Thu Feb 04 2021 10:07:24 GMT+0000 (Western European Standard Time)
192592,10356,10356,Sat Feb 04 2012 00:00:00 GMT+0000 (Western European Standard Time),Sun Jan 15 2012 00:00:00 GMT+0000 (Western European Standard Time),44619000-2, Outros contentores,Não aplicável,Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos,Locação de bens móveis,Concurso público,Portugal, Lisboa, Loures,74/2011,Cumprimento integral do contrato,180 dias,Thu Feb 04 2021 12:45:44 GMT+0000 (Western European Standard Time)
206070,71091.46,66800.18,Sat Feb 04 2012 00:00:00 GMT+0000 (Western European Standard Time),Sat Jun 11 2011 00:00:00 GMT+0100 (Western European Summer Time),39160000-1, Mobiliário escolar,Não aplicável,Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos,Aquisição de bens móveis,Concurso público,Portugal, Faro, Loulé,Contratação do fornecimento de mobiliário para o apetrechamento da Escola Básica Nº2 de Almancil,Cumprimento integral do contrato,30 dias,Thu Feb 04 2021 12:58:55 GMT+0000 (Western European Standard Time)
157702,666260.2,653880.2,Sat Feb 04 2012 00:00:00 GMT+0000 (Western European Standard Time),Fri Jun 18 2010 00:00:00 GMT+0100 (Western European Summer Time),45214200-2, Construção de edifícios escolares,Não aplicável,Artigo 5.º, n.º 1 do Decreto-Lei n.º 34/2009,Empreitadas de obras públicas,Ajuste Direto Regime Geral,Portugal, Aveiro, Santa Maria da Feira,Construção do Centro Escolar de Valrico - Souto - Santa Maria da Feira,Cumprimento integral do contrato,365 dias,Thu Feb 04 2021 11:59:35 GMT+0000 (Western European Standard Time)
123366,132626.5,135417.4,Fri Feb 03 2012 00:00:00 GMT+0000 (Western European Standard Time),Sat Apr 24 2010 00:00:00 GMT+0100 (Western European Summer Time),45232451-8, Obras de drenagem e pavimentação,Não aplicável,Artigo 19.º, alínea b) do Código dos Contratos Públicos,Empreitadas de obras públicas,Concurso público,Portugal, Vila Real, Peso da Régua,Requalificação Urbana da Estrada de Remostias,Cumprimento integral do contrato,60 dias,Thu Feb 04 2021 11:05:46 GMT+0000 (Western European Standard Time)
96010,298231.12,92969.91,Fri Feb 03 2012 00:00:00 GMT+0000 (Western European Standard Time),Tue Mar 09 2010 00:00:00 GMT+0000 (Western European Standard Time),45243600-8, Construção de muro-cais,Não aplicável,Artigo 19.º, alínea b) do Código dos Contratos Públicos,Empreitadas de obras públicas,Concurso público,Portugal, Lisboa, Vila Franca de Xira,Recuperação do muro cais da zona ribeirinha de Vila Franca de Xira,Cumprimento integral do contrato,120 dias,Thu Feb 04 2021 10:17:40 GMT+0000 (Western European Standard Time)
147249,347809.38,352350.47,Fri Feb 03 2012 00:00:00 GMT+0000 (Western European Standard Time),Thu Mar 04 2010 00:00:00 GMT+0000 (Western European Standard Time),45233223-8, Renovação do pavimento das faixas de rodagem,Não aplicável,Artigo 19.º, alínea b) do Código dos Contratos Públicos,Empreitadas de obras públicas,Concurso público,Portugal, Vila Real, Chaves,Beneficiação do Largo da Lapa,Cumprimento integral do contrato,180 dias,Thu Feb 04 2021 11:45:29 GMT+0000 (Western European Standard Time)
113258,4735.455,4610.529,Fri Feb 03 2012 00:00:00 GMT+0000 (Western European Standard Time),Thu Jul 14 2011 00:00:00 GMT+0100 (Western European Summer Time),45214200-2, Construção de edifícios escolares,Não aplicável,Artigo 19.º, alínea b) do Código dos Contratos Públicos,Empreitadas de obras públicas,Concurso público,Portugal, Viana do Castelo, Ponte de Lima,Contrato nº 55/2011,Cumprimento integral do contrato,420 dias,Thu Feb 04 2021 10:47:40 GMT+0000 (Western European Standard Time)
133944,187990.86,182102.86,Fri Feb 03 2012 00:00:00 GMT+0000 (Western European Standard Time),Thu Jun 24 2010 00:00:00 GMT+0100 (Western European Summer Time),45233220-7, Pavimentação de estradas,Não aplicável,Artigo 19.º, alínea b) do Código dos Contratos Públicos,Empreitadas de obras públicas,Concurso público,Portugal, Vila Real, Chaves,Requalificação das Vias Marginais ao Centro Escolar de Santa Cruz/Trindade,Cumprimento integral do contrato,60 dias,Thu Feb 04 2021 11:23:38 GMT+0000 (Western European Standard Time)
112823,2474,2589.261,Mon Jan 30 2012 00:00:00 GMT+0000 (Western European Standard Time),Sat Jan 29 2011 00:00:00 GMT+0000 (Western European Standard Time),45214200-2, Construção de edifícios escolares,Não aplicável,Artigo 19.º, alínea b) do Código dos Contratos Públicos,Empreitadas de obras públicas,Concurso público,Portugal, Faro, Tavira,E65/09/CP - Empreitada de Construção do Centro Escolar da Horta do Carmo (EB1+JI)- Tavira,Cumprimento integral do contrato,540 dias,Thu Feb 04 2021 10:46:43 GMT+0000 (Western European Standard Time)
240688,3498.455,3498.455,Sun Jan 29 2012 00:00:00 GMT+0000 (Western European Standard Time),Thu Jan 19 2012 00:00:00 GMT+0000 (Western European Standard Time),64200000-8, Serviços de telecomunicações,Não aplicável,Artigo 21.º, n.º 1, alínea b) do Código dos Contratos Públicos,Aquisição de serviços,Concurso público,Portugal, Lisboa,Concurso Público Internacional nº 96/DMSC/DA/2010 - Fornec. de Serv.de Telec. nas Vertentes Voz Fixa, Rede Privada de Dados, Acesso à Internet, Aluguer de Equipamentos, Manutenção e Gestão - Contrato nº 11IN000703,Cumprimento integral do contrato,1095 dias,Thu Feb 04 2021 13:28:43 GMT+0000 (Western European Standard Time)
217823,74753.04,74753.04,Sat Jan 28 2012 00:00:00 GMT+0000 (Western European Standard Time),Thu Feb 03 2011 00:00:00 GMT+0000 (Western European Standard Time),60100000-9, Serviços de transporte rodoviário,Não aplicável,Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos,Aquisição de serviços,Concurso público,Portugal, Lisboa, Oeiras,Prestação de serviços de transporte rodoviário para os colaboradores da ANSR, para as instalações da ANSR no Tagus Park, em Oeiras para 2011 - Contrato n.º 39/2010,Cumprimento integral do contrato,362 dias,Thu Feb 04 2021 13:08:28 GMT+0000 (Western European Standard Time)
141443,163008,163008,Sat Jan 28 2012 00:00:00 GMT+0000 (Western European Standard Time),Fri Nov 26 2010 00:00:00 GMT+0000 (Western European Standard Time),79000000-4, Serviços a empresas: direito, comercialização, consultoria, recrutamento, impressão e segurança,Não aplicável,Artigo 21.º, n.º 1, alínea b) do Código dos Contratos Públicos,Aquisição de serviços,Concurso público,Portugal, Lisboa, Oeiras,Aquisição de serviços especializados de consultoria jurídica, coordenação e cobrança de autos,Cumprimento integral do contrato,365 dias,Thu Feb 04 2021 11:35:59 GMT+0000 (Western European Standard Time)
159017,6290,,Sat Jan 28 2012 00:00:00 GMT+0000 (Western European Standard Time),Sat Jan 21 2012 00:00:00 GMT+0000 (Western European Standard Time),45233292-2, Instalação de equipamento de segurança,Não aplicável,Artigo 19.º, alínea a) do Código dos Contratos Públicos,Empreitadas de obras públicas,Ajuste Direto Regime Geral,Portugal, Castelo Branco, Covilhã,Empreitada de trabalhos de reparação de guardas metalicas no Eixo TCT, no local da Cruz Ponte Seca - Covilhã,,30 dias,Thu Feb 04 2021 12:01:20 GMT+0000 (Western European Standard Time)
85412,284701.25,,Mon Jan 23 2012 00:00:00 GMT+0000 (Western European Standard Time),Sat Jan 14 2012 00:00:00 GMT+0000 (Western European Standard Time),45232451-8, Obras de drenagem e pavimentação,Não aplicável,Artigo 19.º, alínea b) do Código dos Contratos Públicos,Empreitadas de obras públicas,Concurso público,Portugal, Braga, Vieira do Minho,257/2011,,140 dias,Thu Feb 04 2021 09:58:59 GMT+0000 (Western European Standard Time)
187558,136229.1,120126.06,Mon Jan 23 2012 00:00:00 GMT+0000 (Western European Standard Time),Wed Oct 13 2010 00:00:00 GMT+0100 (Western European Summer Time),55520000-1, Serviços de fornecimento de refeições (catering),Não aplicável,Artigo 155.º, alínea a) do Código dos Contratos Públicos,Aquisição de serviços,Concurso público,Portugal, Santarém, Rio Maior,Fornecimento de refeições em refeitórios escolares, escolas do 1º ciclo do ensino básico e jardins de infância do concelho de Rio Maior,Cumprimento integral do contrato,90 dias,Thu Feb 04 2021 12:40:34 GMT+0000 (Western European Standard Time)
152533,6289.9,,Sun Jan 22 2012 00:00:00 GMT+0000 (Western European Standard Time),Sun Jul 11 2010 00:00:00 GMT+0100 (Western European Summer Time),30197643-5, Papel para fotocópia,Não aplicável,Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos,Aquisição de bens móveis,Ajuste Direto Regime Geral,Portugal, Viana do Castelo, Ponte da Barca,Aquisição de Papel para Fotocopiador,,10 dias,Thu Feb 04 2021 11:52:43 GMT+0000 (Western European Standard Time)
170771,362088,,Sun Jan 22 2012 00:00:00 GMT+0000 (Western European Standard Time),Sun Jan 09 2011 00:00:00 GMT+0000 (Western European Standard Time),79511000-9, Serviços de operadores telefónicos,Não aplicável,Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos,Aquisição de serviços,Concurso público,Portugal, Lisboa, Lisboa,Contrato de Aquisição de um serviço de atendimento, gestão de ocorrências e comunicação directa com o exterior no âmbito do apoio ao Serviço DNS.PT e à Rede, Ciência, Tecnologia e Sociedade (RCTS),,1095 dias,Thu Feb 04 2021 12:17:52 GMT+0000 (Western European Standard Time)
155441,5830,,Sun Jan 22 2012 00:00:00 GMT+0000 (Western European Standard Time),Mon Jul 11 2011 00:00:00 GMT+0100 (Western European Summer Time),39171000-1, Expositores,Não aplicável,Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos,Aquisição de bens móveis,Ajuste Direto Regime Geral,Portugal, Viana do Castelo, Ponte da Barca,Fornecimento de Expositores Modulares para as Portas Do P.N.P.G.,,10 dias,Thu Feb 04 2021 11:56:46 GMT+0000 (Western European Standard Time)
207996,499116,,Sun Jan 22 2012 00:00:00 GMT+0000 (Western European Standard Time),Fri Mar 18 2011 00:00:00 GMT+0000 (Western European Standard Time),64210000-1, Serviços telefónicos e de transmissão de dados,Não aplicável,Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos,Aquisição de serviços,Concurso público,Portugal, Vila Real, Vila Real<BR/>Portugal, Santarém, Abrantes<BR/>Portugal, Lisboa, Cascais<BR/>Portugal, Lisboa, Amadora<BR/>Portugal, Lisboa, Lisboa<BR/>Portugal, Braga, Barcelos<BR/>Portugal, Braganca, Bragança<BR/>Portugal, Faro, Faro<BR/>Portugal, Viseu, Viseu<BR/>Portugal, Região Autónoma dos Açores, Ponta Delgada<BR/>Portugal, Porto, Porto<BR/>Portugal, Beja, Beja<BR/>Portugal, Viana do Castelo, Viana do Castelo<BR/>Portugal, Castelo Branco, Castelo Branco<BR/>Portugal, Braga, Braga<BR/>Portugal, Santarém, Alcanena<BR/>Portugal, Lisboa, Oeiras<BR/>Portugal, Castelo Branco, Covilhã<BR/>Portugal, Lisboa, Loures<BR/>Portugal, Região Autónoma da Madeira, Funchal<BR/>Portugal, Guarda, Guarda<BR/>Portugal, Santarém, Tomar,Contrato de Aquisição de Serviços de Backbone para a Rede, Ciência, Tecnologia e Sociedade (RCTS),,365 dias,Thu Feb 04 2021 13:00:50 GMT+0000 (Western European Standard Time)
130028,650605.4,,Sun Jan 22 2012 00:00:00 GMT+0000 (Western European Standard Time),Mon Mar 15 2010 00:00:00 GMT+0000 (Western European Standard Time),45212225-9, Construção de pavilhão de desportos,Não aplicável,Artigo 19.º, alínea b) do Código dos Contratos Públicos,Empreitadas de obras públicas,Concurso público,Portugal, Porto, Felgueiras,Pavilhão Desportivo de Torrados - Construção,,270 dias,Thu Feb 04 2021 11:16:54 GMT+0000 (Western European Standard Time)
132547,3647.4,,Sat Jan 21 2012 00:00:00 GMT+0000 (Western European Standard Time),Wed Mar 24 2010 00:00:00 GMT+0000 (Western European Standard Time),50530000-9, Serviços de reparação e manutenção de máquinas,Não aplicável,Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos,Aquisição de serviços,Ajuste Direto Regime Geral,Portugal, Lisboa, Lisboa,20100091,,45 dias,Thu Feb 04 2021 11:21:22 GMT+0000 (Western European Standard Time)
126270,9006.788,9006.788,Sat Jan 21 2012 00:00:00 GMT+0000 (Western European Standard Time),Sat Dec 03 2011 00:00:00 GMT+0000 (Western European Standard Time),90510000-5, Tratamento e eliminação de resíduos,Não aplicável,Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos,Aquisição de serviços,Concurso público,Portugal, Setúbal, Santiago do Cacém,35/AdSA/11 - Prestação de Serviços de Retirada das Lamas Industriais Confinadas no Aterro de Santo André,Cumprimento integral do contrato,665 dias,Thu Feb 04 2021 11:10:50 GMT+0000 (Western European Standard Time)
235659,679,,Sat Jan 21 2012 00:00:00 GMT+0000 (Western European Standard Time),Wed Dec 29 2010 00:00:00 GMT+0000 (Western European Standard Time),50530000-9, Serviços de reparação e manutenção de máquinas,Não aplicável,Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos,Aquisição de serviços,Ajuste Direto Regime Geral,Portugal, Lisboa, Lisboa,20101009,,10 dias,Thu Feb 04 2021 13:23:19 GMT+0000 (Western European Standard Time)
192590,9877.32,9877.32,Fri Jan 20 2012 00:00:00 GMT+0000 (Western European Standard Time),Fri Sep 02 2011 00:00:00 GMT+0100 (Western European Summer Time),44619000-2, Outros contentores,Não aplicável,Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos,Locação de bens móveis,Concurso público,Portugal, Lisboa, Loures,NE 989/2011,Cumprimento integral do contrato,365 dias,Thu Feb 04 2021 12:45:44 GMT+0000 (Western European Standard Time)
156978,291000,291000,Tue Jan 17 2012 00:00:00 GMT+0000 (Western European Standard Time),Sat Dec 04 2010 00:00:00 GMT+0000 (Western European Standard Time),38511200-2, Microscópio electrónico de transmissão,Não aplicável,Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos,Aquisição de bens móveis,Concurso público,Portugal, Porto, Porto,Contrato de Aquisição de um sistema avançado de microscopia electrónica de transmissão (TEM) computorizado, modular e aberto à expansão futura por adição de novas funcionalidades, e aquisição de imagem por CCD,Cumprimento integral do contrato,1275 dias,Thu Feb 04 2021 11:58:42 GMT+0000 (Western European Standard Time)
241646,1378.78,,Mon Jan 16 2012 00:00:00 GMT+0000 (Western European Standard Time),Sat Jan 14 2012 00:00:00 GMT+0000 (Western European Standard Time),45241100-9, Construção de cais,Não aplicável,Artigo 19.º, alínea b) do Código dos Contratos Públicos,Empreitadas de obras públicas,Concurso público,Portugal, Guarda, Vila Nova de Foz Coa,Empreitada de Requalificação do Cais do Pocinho,,270 dias,Thu Feb 04 2021 13:29:46 GMT+0000 (Western European Standard Time)
